timestamp,temperature_c,vibration_g,current_a,fail_soon
2025-01-01 00:02:15,38.48,0.219,1.005,0
2025-01-01 00:02:16,41.17,0.226,1.052,0
2025-01-01 00:02:17,39.28,0.226,1.105,0
2025-01-01 00:02:18,59.84,0.757,1.315,1
2025-01-01 00:02:19,58.92,0.682,1.29,1
2025-01-01 00:02:20,61.44,0.611,1.569,1
2025-01-01 00:02:21,41.61,0.238,1.132,0
2025-01-01 00:02:22,66.18,0.623,1.313,1
2025-01-01 00:02:23,60.86,0.481,1.572,1
2025-01-01 00:02:24,38.5,0.204,0.828,0
2025-01-01 00:02:25,38.98,0.201,1.034,0
2025-01-01 00:02:26,42.09,0.216,0.935,0
2025-01-01 00:02:27,42.21,0.25,1.177,0
2025-01-01 00:02:28,40.16,0.176,1.02,0
2025-01-01 00:02:29,41.63,0.245,1.069,0
2025-01-01 00:02:30,41.29,0.145,0.867,0
2025-01-01 00:02:31,38.22,0.157,0.96,0
2025-01-01 00:02:32,56.54,0.664,1.495,1
2025-01-01 00:02:33,36.22,0.251,0.794,0
2025-01-01 00:02:34,55.79,0.581,1.443,1
2025-01-01 00:02:35,56.11,0.668,1.598,1
2025-01-01 00:02:36,42.07,0.216,0.823,0
2025-01-01 00:02:37,43.34,0.201,1.03,0
2025-01-01 00:02:38,40.61,0.172,0.993,0
2025-01-01 00:02:39,40.72,0.195,0.969,0
2025-01-01 00:02:40,39.09,0.209,0.871,0
2025-01-01 00:02:41,39.69,0.267,0.99,0
2025-01-01 00:02:42,42.99,0.152,0.959,0
2025-01-01 00:02:43,60.01,0.669,1.373,1
2025-01-01 00:02:44,41.01,0.068,0.98,0
2025-01-01 00:02:45,61.07,0.688,1.751,1
2025-01-01 00:02:46,41.04,0.174,1.201,0
2025-01-01 00:02:47,41.14,0.234,1.12,0
2025-01-01 00:02:48,42.58,0.188,1.133,0
2025-01-01 00:02:49,40.74,0.1,1.019,0
2025-01-01 00:02:50,46.44,0.28,1.088,0
2025-01-01 00:02:51,58.09,0.606,1.59,1
2025-01-01 00:02:52,53.93,0.619,1.732,1
2025-01-01 00:02:53,35.97,0.265,1.129,0
2025-01-01 00:02:54,63.04,0.7,1.308,1
2025-01-01 00:02:55,37.4,0.183,0.87,0
2025-01-01 00:02:56,61.57,0.822,1.407,1
2025-01-01 00:02:57,42.07,0.204,1.179,0
2025-01-01 00:02:58,39.16,0.212,0.949,0
2025-01-01 00:02:59,35.81,0.191,0.982,0
2025-01-01 00:03:00,61.37,0.725,1.466,1
2025-01-01 00:03:01,40.5,0.177,1.041,0
2025-01-01 00:03:02,41.53,0.29,0.932,0
2025-01-01 00:03:03,58.18,0.686,1.243,1
2025-01-01 00:03:04,37.95,0.231,0.737,0
2025-01-01 00:03:05,61.87,0.707,1.537,1
2025-01-01 00:03:06,36.63,0.203,0.902,0
2025-01-01 00:03:07,69.52,0.643,1.222,1
2025-01-01 00:03:08,41.74,0.154,1.06,0
2025-01-01 00:03:09,41.63,0.248,1.104,0
2025-01-01 00:03:10,38.35,0.314,0.969,0
2025-01-01 00:03:11,58.49,0.515,1.581,1
2025-01-01 00:03:12,61.11,0.695,1.522,1
2025-01-01 00:03:13,45.82,0.165,0.959,0
2025-01-01 00:03:14,40.27,0.178,1.064,0
2025-01-01 00:03:15,70.08,0.808,1.754,1
2025-01-01 00:03:16,39.49,0.157,1.123,0
2025-01-01 00:03:17,39.01,0.23,0.865,0
2025-01-01 00:03:18,42.04,0.093,0.964,0
2025-01-01 00:03:19,42.4,0.121,0.993,0
2025-01-01 00:03:20,37.45,0.222,0.946,0
2025-01-01 00:03:21,42.87,0.195,0.919,0
2025-01-01 00:03:22,39.42,0.353,1.037,0
2025-01-01 00:03:23,58.66,0.631,1.725,1
2025-01-01 00:03:24,39.27,0.19,0.863,0
2025-01-01 00:03:25,37.17,0.187,0.965,0
2025-01-01 00:03:26,58.16,0.716,1.508,1
2025-01-01 00:03:27,39.08,0.159,1.052,0
2025-01-01 00:03:28,40.53,0.193,0.91,0
2025-01-01 00:03:29,66.26,0.471,1.56,1
2025-01-01 00:03:30,40.62,0.166,0.922,0
2025-01-01 00:03:31,39.96,0.169,1.073,0
2025-01-01 00:03:32,40.76,0.246,1.125,0
2025-01-01 00:03:33,35.04,0.265,1.006,0
2025-01-01 00:03:34,57.52,0.851,1.578,1
2025-01-01 00:03:35,44.07,0.177,1.037,0
2025-01-01 00:03:36,58.94,0.756,1.576,1
2025-01-01 00:03:37,39.78,0.189,0.992,0
2025-01-01 00:03:38,57.15,0.826,1.557,1
2025-01-01 00:03:39,38.46,0.182,0.775,0
2025-01-01 00:03:40,38.91,0.249,0.796,0
2025-01-01 00:03:41,39.27,0.151,0.988,0
2025-01-01 00:03:42,36.85,0.087,0.973,0
2025-01-01 00:03:43,38.84,0.197,1.087,0
2025-01-01 00:03:44,63.32,0.72,1.554,1
2025-01-01 00:03:45,37.18,0.189,0.975,0
2025-01-01 00:03:46,38.97,0.197,0.925,0
2025-01-01 00:03:47,60.57,0.554,1.343,1
2025-01-01 00:03:48,47.65,0.163,1.135,0
2025-01-01 00:03:49,38.71,0.177,1.14,0
2025-01-01 00:03:50,41.71,0.139,0.983,0
2025-01-01 00:03:51,43.9,0.207,1.105,0
2025-01-01 00:03:52,59.5,0.561,1.492,1
2025-01-01 00:03:53,38.99,0.205,1.004,0
2025-01-01 00:03:54,62.14,0.529,1.514,1
2025-01-01 00:03:55,63.74,0.722,1.584,1
2025-01-01 00:03:56,40.61,0.154,0.955,0
2025-01-01 00:03:57,54.4,0.495,1.351,1
2025-01-01 00:03:58,40.68,0.12,1.002,0
2025-01-01 00:03:59,40.42,0.159,1.002,0
2025-01-01 00:04:00,65.32,0.772,1.482,1
2025-01-01 00:04:01,39.23,0.134,0.836,0
2025-01-01 00:04:02,40.67,0.173,0.934,0
2025-01-01 00:04:03,37.99,0.167,1.034,0
2025-01-01 00:04:04,36.47,0.286,0.946,0
2025-01-01 00:04:05,61.72,0.454,1.484,1
2025-01-01 00:04:06,41.9,0.193,1.241,0
2025-01-01 00:04:07,60.19,0.478,1.542,1
2025-01-01 00:04:08,36.11,0.164,1.073,0
2025-01-01 00:04:09,41.93,0.118,0.793,0
2025-01-01 00:04:10,62.86,0.62,1.508,1
2025-01-01 00:04:11,40.33,0.222,1.059,0
2025-01-01 00:04:12,38.86,0.303,1.077,0
2025-01-01 00:04:13,61.37,0.587,1.367,1
2025-01-01 00:04:14,58.6,0.825,1.308,1
2025-01-01 00:04:15,57.42,0.543,1.778,1
2025-01-01 00:04:16,40.67,0.169,0.921,0
2025-01-01 00:04:17,40.08,0.241,1.055,0
2025-01-01 00:04:18,40.78,0.245,0.98,0
2025-01-01 00:04:19,56.33,0.781,1.382,1
2025-01-01 00:04:20,40.56,0.222,1.299,0
2025-01-01 00:04:21,42.16,0.154,1.014,0
2025-01-01 00:04:22,42.34,0.236,1.105,0
2025-01-01 00:04:23,37.65,0.288,1.037,0
2025-01-01 00:04:24,38.77,0.125,0.982,0
2025-01-01 00:04:25,62.15,0.7,1.522,1
2025-01-01 00:04:26,39.48,0.219,0.708,0
2025-01-01 00:04:27,57.56,0.666,1.249,1
2025-01-01 00:04:28,39.03,0.17,0.98,0
2025-01-01 00:04:29,58.01,0.686,1.524,1
2025-01-01 00:04:30,55.9,0.706,1.132,1
2025-01-01 00:04:31,61.45,0.575,1.238,1
2025-01-01 00:04:32,41.85,0.302,0.974,0
2025-01-01 00:04:33,41.78,0.241,0.921,0
2025-01-01 00:04:34,34.69,0.19,0.951,0
2025-01-01 00:04:35,67.44,0.896,1.262,1
2025-01-01 00:04:36,63.86,0.816,1.488,1
2025-01-01 00:04:37,57.73,0.67,1.571,1
2025-01-01 00:04:38,37.85,0.226,1.091,0
2025-01-01 00:04:39,59.48,0.811,1.28,1
2025-01-01 00:04:40,39.47,0.187,1.027,0
2025-01-01 00:04:41,35.23,0.131,1.146,0
2025-01-01 00:04:42,39.9,0.13,1.005,0
2025-01-01 00:04:43,38.38,0.174,0.908,0
2025-01-01 00:04:44,39.31,0.257,0.935,0
2025-01-01 00:04:45,39.29,0.232,0.764,0
2025-01-01 00:04:46,39.39,0.169,0.926,0
2025-01-01 00:04:47,55.5,0.716,1.942,1
2025-01-01 00:04:48,37.24,0.16,1.159,0
2025-01-01 00:04:49,63.71,0.572,1.16,1
2025-01-01 00:04:50,39.8,0.255,0.949,0
2025-01-01 00:04:51,40.05,0.223,0.985,0
2025-01-01 00:04:52,41.88,0.201,0.937,0
2025-01-01 00:04:53,39.32,0.131,0.868,0
2025-01-01 00:04:54,60.66,0.628,1.237,1
2025-01-01 00:04:55,41.69,0.211,1.098,0
2025-01-01 00:04:56,56.5,0.688,1.425,1
2025-01-01 00:04:57,39.98,0.208,0.864,0
2025-01-01 00:04:58,54.08,0.742,1.306,1
2025-01-01 00:04:59,41.36,0.333,1.159,0
2025-01-01 00:05:00,54.45,0.726,1.56,1
2025-01-01 00:05:01,61.76,0.7,1.207,1
2025-01-01 00:05:02,66.08,0.706,1.547,1
2025-01-01 00:05:03,38.99,0.198,1.009,0
2025-01-01 00:05:04,57.44,0.852,1.487,1
2025-01-01 00:05:05,38.54,0.258,1.014,0
2025-01-01 00:05:06,38.81,0.206,0.995,0
2025-01-01 00:05:07,65.19,0.694,1.333,1
2025-01-01 00:05:08,39.92,0.156,0.892,0
2025-01-01 00:05:09,59.95,0.635,1.287,1
2025-01-01 00:05:10,40.02,0.177,1.246,0
2025-01-01 00:05:11,60.5,0.83,1.455,1
2025-01-01 00:05:12,40.78,0.121,1.063,0
2025-01-01 00:05:13,38.65,0.124,0.92,0
2025-01-01 00:05:14,63.58,0.739,1.291,1
2025-01-01 00:05:15,39.97,0.162,1.016,0
2025-01-01 00:05:16,39.14,0.226,0.939,0
2025-01-01 00:05:17,39.53,0.219,1.023,0
2025-01-01 00:05:18,62.05,0.745,1.358,1
2025-01-01 00:05:19,39.95,0.202,0.871,0
2025-01-01 00:05:20,42.38,0.209,0.834,0
2025-01-01 00:05:21,55.14,0.781,1.31,1
2025-01-01 00:05:22,40.07,0.241,1.058,0
2025-01-01 00:05:23,54.11,0.798,1.742,1
2025-01-01 00:05:24,39.4,0.162,0.882,0
2025-01-01 00:05:25,61.07,0.623,1.43,1
2025-01-01 00:05:26,38.43,0.269,0.99,0
2025-01-01 00:05:27,41.92,0.3,1.157,0
2025-01-01 00:05:28,42.44,0.271,0.945,0
2025-01-01 00:05:29,38.85,0.217,1.013,0
2025-01-01 00:05:30,42.04,0.236,1.016,0
2025-01-01 00:05:31,42.87,0.231,1.086,0
2025-01-01 00:05:32,38.91,0.065,0.925,0
2025-01-01 00:05:33,61.8,0.545,1.371,1
2025-01-01 00:05:34,34.63,0.218,0.987,0
2025-01-01 00:05:35,60.06,0.624,1.103,1
2025-01-01 00:05:36,64.11,0.634,1.555,1
2025-01-01 00:05:37,63.67,0.694,1.706,1
2025-01-01 00:05:38,39.9,0.197,1.002,0
2025-01-01 00:05:39,40.14,0.197,1.026,0
2025-01-01 00:05:40,44.35,0.074,1.058,0
2025-01-01 00:05:41,40.31,0.184,0.971,0
2025-01-01 00:05:42,41.75,0.271,0.868,0
2025-01-01 00:05:43,38.9,0.165,1.143,0
2025-01-01 00:05:44,66.41,0.727,1.313,1
2025-01-01 00:05:45,36.24,0.124,0.993,0
2025-01-01 00:05:46,43.54,0.161,0.953,0
2025-01-01 00:05:47,38.84,0.115,1.026,0
2025-01-01 00:05:48,55.08,0.72,1.282,1
2025-01-01 00:05:49,39.19,0.241,0.966,0
2025-01-01 00:05:50,40.11,0.236,1.005,0
2025-01-01 00:05:51,58.5,0.617,1.166,1
2025-01-01 00:05:52,42.75,0.205,0.935,0
2025-01-01 00:05:53,39.04,0.273,1.008,0
2025-01-01 00:05:54,37.78,0.24,1.163,0
2025-01-01 00:05:55,37.65,0.217,1.1,0
2025-01-01 00:05:56,59.81,0.641,1.506,1
2025-01-01 00:05:57,60.9,0.747,1.379,1
2025-01-01 00:05:58,41.88,0.124,0.952,0
2025-01-01 00:05:59,57.39,0.523,1.402,1
2025-01-01 00:06:00,35.5,0.231,1.032,0
2025-01-01 00:06:01,40.62,0.221,0.986,0
2025-01-01 00:06:02,41.01,0.159,0.945,0
2025-01-01 00:06:03,38.79,0.176,0.98,0
2025-01-01 00:06:04,37.64,0.286,1.112,0
2025-01-01 00:06:05,40.22,0.204,1.25,0
2025-01-01 00:06:06,57.5,0.798,1.509,1
2025-01-01 00:06:07,39.04,0.155,1.142,0
2025-01-01 00:06:08,40.27,0.245,0.941,0
2025-01-01 00:06:09,36.87,0.246,1.151,0
2025-01-01 00:06:10,51.03,0.491,1.66,1
2025-01-01 00:06:11,36.76,0.178,1.11,0
2025-01-01 00:06:12,61.64,0.624,1.332,1
2025-01-01 00:06:13,55.58,0.626,1.432,1
2025-01-01 00:06:14,41.37,0.297,1.051,0
2025-01-01 00:06:15,35.89,0.144,1.078,0
2025-01-01 00:06:16,56.42,0.724,1.27,1
2025-01-01 00:06:17,40.98,0.211,1.071,0
2025-01-01 00:06:18,41.42,0.243,0.864,0
2025-01-01 00:06:19,63.74,0.647,1.341,1
2025-01-01 00:06:20,42.43,0.155,0.978,0
2025-01-01 00:06:21,38.11,0.121,0.774,0
2025-01-01 00:06:22,42.01,0.234,1.025,0
2025-01-01 00:06:23,59.37,0.737,1.575,1
2025-01-01 00:06:24,40.81,0.086,1.01,0
2025-01-01 00:06:25,36.5,0.181,0.925,0
2025-01-01 00:06:26,36.53,0.259,1.01,0
2025-01-01 00:06:27,63.75,0.695,1.3,1
2025-01-01 00:06:28,39.57,0.162,0.889,0
2025-01-01 00:06:29,60.63,0.614,1.367,1
2025-01-01 00:06:30,43.78,0.291,0.925,0
2025-01-01 00:06:31,44.62,0.228,0.849,0
2025-01-01 00:06:32,35.31,0.275,0.962,0
2025-01-01 00:06:33,38.43,0.221,1.092,0
2025-01-01 00:06:34,38.45,0.27,0.81,0
2025-01-01 00:06:35,52.37,0.77,1.579,1
2025-01-01 00:06:36,38.87,0.157,1.045,0
2025-01-01 00:06:37,36.09,0.276,1.093,0
2025-01-01 00:06:38,63.07,0.747,1.274,1
2025-01-01 00:06:39,40.17,0.136,0.848,0
2025-01-01 00:06:40,56.34,0.787,1.554,1
2025-01-01 00:06:41,40.81,0.201,1.253,0
2025-01-01 00:06:42,37.44,0.301,0.968,0
2025-01-01 00:06:43,44.15,0.158,0.86,0
2025-01-01 00:06:44,39.94,0.171,1.011,0
2025-01-01 00:06:45,40.7,0.095,1.021,0
2025-01-01 00:06:46,40.28,0.279,0.936,0
2025-01-01 00:06:47,62.16,0.747,1.488,1
2025-01-01 00:06:48,38.85,0.182,1.141,0
2025-01-01 00:06:49,61.29,0.636,1.377,1
2025-01-01 00:06:50,40.87,0.173,1.024,0
2025-01-01 00:06:51,37.95,0.123,1.071,0
2025-01-01 00:06:52,38.98,0.241,1.086,0
2025-01-01 00:06:53,41.46,0.166,1.085,0
2025-01-01 00:06:54,55.82,0.68,1.612,1
2025-01-01 00:06:55,61.01,0.771,1.509,1
2025-01-01 00:06:56,62.41,0.722,1.486,1
2025-01-01 00:06:57,38.47,0.222,1.062,0
2025-01-01 00:06:58,41.19,0.108,1.085,0
2025-01-01 00:06:59,40.53,0.195,0.941,0
2025-01-01 00:07:00,61.39,0.804,1.391,1
2025-01-01 00:07:01,43.72,0.165,1.017,0
2025-01-01 00:07:02,40.01,0.248,1.001,0
2025-01-01 00:07:03,61.32,0.798,1.147,1
2025-01-01 00:07:04,39.7,0.134,0.965,0
2025-01-01 00:07:05,36.39,0.242,0.961,0
2025-01-01 00:07:06,37.44,0.214,1.135,0
2025-01-01 00:07:07,60.86,0.708,1.604,1
2025-01-01 00:07:08,53.06,0.723,1.122,1
2025-01-01 00:07:09,59.31,0.767,1.613,1
2025-01-01 00:07:10,38.88,0.145,0.984,0
2025-01-01 00:07:11,62.14,0.846,1.499,1
2025-01-01 00:07:12,60.31,0.884,1.565,1
2025-01-01 00:07:13,38.27,0.252,0.947,0
2025-01-01 00:07:14,62.26,0.504,1.344,1
2025-01-01 00:07:15,59.05,0.727,1.269,1
2025-01-01 00:07:16,41.01,0.176,0.707,0
2025-01-01 00:07:17,42.23,0.204,0.886,0
2025-01-01 00:07:18,36.16,0.284,0.898,0
2025-01-01 00:07:19,41.2,0.175,0.969,0
2025-01-01 00:07:20,37.76,0.175,1.067,0
2025-01-01 00:07:21,55.64,0.61,1.208,1
2025-01-01 00:07:22,53.47,0.622,1.188,1
2025-01-01 00:07:23,56.23,0.792,1.477,1
2025-01-01 00:07:24,42.23,0.187,0.917,0
2025-01-01 00:07:25,39.6,0.181,1.107,0
2025-01-01 00:07:26,41.96,0.265,0.839,0
2025-01-01 00:07:27,37.13,0.14,1.036,0
2025-01-01 00:07:28,59.03,0.722,1.458,1
2025-01-01 00:07:29,63.22,0.815,1.542,1
2025-01-01 00:07:30,44.64,0.098,0.922,0
2025-01-01 00:07:31,36.34,0.159,1.085,0
2025-01-01 00:07:32,36.87,0.198,0.831,0
2025-01-01 00:07:33,40.63,0.185,0.925,0
2025-01-01 00:07:34,41.34,0.177,0.748,0
2025-01-01 00:07:35,41.11,0.246,1.07,0
2025-01-01 00:07:36,41.52,0.241,0.939,0
2025-01-01 00:07:37,35.94,0.15,0.822,0
2025-01-01 00:07:38,39.25,0.266,1.027,0
2025-01-01 00:07:39,41.33,0.214,1.276,0
2025-01-01 00:07:40,42.46,0.283,0.954,0
2025-01-01 00:07:41,67.09,0.606,1.309,1
2025-01-01 00:07:42,38.8,0.222,0.88,0
2025-01-01 00:07:43,57.74,0.806,1.415,1
2025-01-01 00:07:44,62.41,0.637,1.301,1
2025-01-01 00:07:45,61.17,0.651,1.152,1
2025-01-01 00:07:46,41.47,0.157,0.995,0
2025-01-01 00:07:47,43.57,0.004,1.018,0
2025-01-01 00:07:48,70.3,0.758,1.505,1
2025-01-01 00:07:49,57.79,0.765,1.343,1
2025-01-01 00:07:50,45.43,0.225,0.994,0
2025-01-01 00:07:51,40.71,0.21,0.961,0
2025-01-01 00:07:52,40.23,0.164,0.925,0
2025-01-01 00:07:53,42.36,0.229,1.113,0
2025-01-01 00:07:54,42.22,0.291,0.96,0
2025-01-01 00:07:55,42.97,0.274,1.033,0
2025-01-01 00:07:56,59.54,0.564,1.171,1
2025-01-01 00:07:57,40.51,0.159,1.179,0
2025-01-01 00:07:58,56.26,0.713,1.368,1
2025-01-01 00:07:59,39.33,0.259,0.989,0
2025-01-01 00:08:00,42.83,0.149,0.937,0
2025-01-01 00:08:01,38.02,0.219,0.911,0
2025-01-01 00:08:02,65.12,0.898,1.241,1
2025-01-01 00:08:03,38.18,0.131,1.022,0
2025-01-01 00:08:04,41.49,0.23,1.105,0
2025-01-01 00:08:05,37.97,0.361,1.071,0
2025-01-01 00:08:06,51.54,0.721,1.519,1
2025-01-01 00:08:07,39.43,0.207,1.04,0
2025-01-01 00:08:08,38.87,0.262,1.184,0
2025-01-01 00:08:09,41.59,0.173,0.995,0
2025-01-01 00:08:10,55.41,0.609,1.362,1
2025-01-01 00:08:11,64.15,0.595,1.45,1
2025-01-01 00:08:12,57.17,0.805,1.258,1
2025-01-01 00:08:13,61.22,0.844,1.331,1
2025-01-01 00:08:14,38.94,0.196,1.105,0
2025-01-01 00:08:15,57.6,0.664,1.382,1
2025-01-01 00:08:16,37.48,0.183,1.062,0
2025-01-01 00:08:17,41.27,0.258,1.057,0
2025-01-01 00:08:18,60.65,0.68,1.351,1
2025-01-01 00:08:19,36.34,0.145,1.069,0
2025-01-01 00:08:20,60.06,0.818,1.309,1
2025-01-01 00:08:21,37.81,0.159,1.037,0
2025-01-01 00:08:22,41.1,0.115,0.926,0
2025-01-01 00:08:23,61.69,0.753,1.703,1
2025-01-01 00:08:24,36.33,0.198,0.927,0
2025-01-01 00:08:25,37.94,0.168,1.143,0
2025-01-01 00:08:26,60.96,0.708,1.433,1
2025-01-01 00:08:27,54.27,0.793,1.509,1
2025-01-01 00:08:28,56.68,0.682,1.569,1
2025-01-01 00:08:29,38.01,0.182,0.957,0
2025-01-01 00:08:30,42.21,0.261,0.948,0
2025-01-01 00:08:31,39.89,0.158,0.926,0
2025-01-01 00:08:32,59.39,0.688,1.592,1
2025-01-01 00:08:33,66.93,0.623,1.233,1
2025-01-01 00:08:34,41.47,0.186,0.94,0
2025-01-01 00:08:35,65.77,0.581,1.559,1
